label	mode	np	steps	wall_s	core_h	PS	phase	maxVS	data_sum_GB	data_max_GB	mem_sum_GB	mem_max_GB	mass	energy
both_on	both_on	64	640	775.863	13.793124	19232	46431830	4753	7.544257	0.236330	77.562984	1.296589	1.92823182e-01	3.93619672e+00
